Country,Region,Genre,IMDBrating,Title,Released,Type
Netherlands,Europe,['Drama'],8.4,Remy & Juliyat,2019,tvSeries
South Korea,Asia,['Drama'],8,Youth Recipe,2021,tvSeries
South Korea,Asia,"['Fantasy', 'Romance']",7.6,How Are You Bread,2020,tvMiniSeries
South Korea,Asia,"['Drama', 'Romance']",7.8,XX,2020,tvMiniSeries
South Korea,Asia,"['Drama', 'Romance']",7.4,Forest,2020,tvMiniSeries
South Korea,Asia,"['Music', 'Reality-TV']",8.6,Good Girl,2020,tvMiniSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",7.7,Soul Mechanic,2020,tvSeries
South Korea,Asia,"['Comedy', 'Fantasy', 'Mystery']",8,Mystic Pop-up Bar,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",7.2,Eccentric! Chef Moon,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",8.4,Once Again,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",7.7,Brilliant Heritage,2020,tvSeries
South Korea,Asia,"['Music', 'Reality-TV']",7.9,Road to Kingdom,2020,tvSeries
South Korea,Asia,"['Drama', 'Romance']",8.1,The World of the Married,2020,tvSeries
South Korea,Asia,"['Fantasy', 'Mystery', 'Romance']",6.7,Born Again,2020,tvSeries
South Korea,Asia,"['Crime', 'Drama', 'Fantasy']",8.1,365: Repeat the Year,2020,tvSeries
South Korea,Asia,"['Comedy', 'Fantasy', 'Romance']",7.2,Welcome,2020,tvSeries
South Korea,Asia,"['Fantasy', 'Mystery', 'Thriller']",7.7,Memorist,2020,tvSeries
South Korea,Asia,"['Crime', 'Drama', 'Mystery']",8.1,Nobody Knows,2020,tvSeries
South Korea,Asia,"['Fantasy', 'Mystery', 'Romance']",7.4,Find Me in Your Memory,2020,tvSeries
South Korea,Asia,"['Drama', 'Fantasy', 'Mystery']",7.3,The Cursed,2020,tvSeries
South Korea,Asia,"['Fantasy', 'Mystery', 'Sci-Fi']",8,Train,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama', 'Fantasy']",8,"Hi Bye, Mama!",2020,tvSeries
South Korea,Asia,"['Action', 'Crime', 'Sci-Fi']",6.4,Rugal,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama']",8.8,Hospital Playlist,2020,tvSeries
South Korea,Asia,"['Crime', 'Mystery', 'Romance']",8.8,The Flower of Evil,2020,tvSeries
South Korea,Asia,"['Mystery', 'Thriller']",7.7,Tell Me What You Saw,2020,tvSeries
South Korea,Asia,"['Drama', 'Romance']",7.9,When the Weather is Fine,2020,tvSeries
South Korea,Asia,"['Crime', 'Drama', 'Fantasy']",7.2,The Game: Towards Zero,2020,tvSeries
South Korea,Asia,"['Drama', 'Romance']",7.8,Hyena,2020,tvSeries
South Korea,Asia,['\\N'],6.9,Touch,2020,tvSeries
South Korea,Asia,"['Comedy', 'Romance']",7.4,A Piece of Your Mind,2020,tvSeries
South Korea,Asia,['Drama'],8,Money Game,2020,tvSeries
South Korea,Asia,"['Drama', 'Romance']",8.2,Itaewon Class,2020,tvSeries
South Korea,Asia,"['Fantasy', 'Mystery', 'Romance']",8.3,The King: Eternal Monarch,2020,tvSeries
South Korea,Asia,"['Drama', 'Romance', 'Sci-Fi']",7.7,My Holo Love,2020,tvMiniSeries
South Korea,Asia,"['Action', 'Comedy', 'Crime']",7.3,Good Casting,2020,tvSeries
South Korea,Asia,"['Crime', 'Drama']",7.7,Extracurricular,2020,tvSeries
South Korea,Asia,"['Drama', 'Romance']",7.2,Oh My Baby,2020,tvSeries
South Korea,Asia,"['Drama', 'Fantasy', 'History']",7.5,Kingmaker: The Change of Destiny,2020,tvSeries
South Korea,Asia,"['Drama', 'Romance']",7.6,When My Love Blooms,2020,tvSeries
South Korea,Asia,"['Action', 'Crime', 'Drama']",7.5,Team Bulldog: Off-duty Investigation,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",6.9,Sweet Munchies,2020,tvSeries
South Korea,Asia,"['Comedy', 'Romance', 'Short']",8,Where Your Eyes Linger,2020,tvMiniSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",7.4,Dinner Mate,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",8.8,It's Okay to Not Be Okay,2020,tvSeries
South Korea,Asia,['Drama'],8.1,My Unfamiliar Family,2020,tvSeries
South Korea,Asia,['Reality-TV'],8.5,Twogether,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama', 'Romance']",7.4,Into the Ring,2020,tvSeries
South Korea,Asia,"['Comedy', 'Fantasy', 'Romance']",6.5,To All the Guys Who Loved Me,2020,tvSeries
South Korea,Asia,"['Action', 'Drama', 'Mystery']",7.5,The Good Detective,2020,tvSeries
South Korea,Asia,"['Comedy', 'Drama']",7.4,Kkondae Intern,2020,tvSeries
Japan,Asia,"['Adventure', 'Animation', 'Drama']",7.4,Super Cub,2021,tvSeries
Japan,Asia,"['Adventure', 'Animation', 'Drama']",8.9,To Your Eternity,2021,tvSeries
Japan,Asia,"['Action', 'Animation', 'Crime']",1.8,Ex-Arm,2021,tvSeries
Japan,Asia,['Sport'],6.3,Tokyo 2020: Games of the XXXII Olympiad,2021,tvMiniSeries
Japan,Asia,"['Action', 'Animation', 'Comedy']",7.5,Cells at Work! Code Black,2021,tvSeries
Japan,Asia,['Drama'],7.3,HodoBuzz,2020,tvMiniSeries
Japan,Asia,['Drama'],7.3,Akira Hamura: The Detective Most Unfortunate in the World,2020,tvMiniSeries
Japan,Asia,['Drama'],6.6,Shiro demo Kuro demo Nai Sekai de Panda wa Warau,2020,tvMiniSeries
Japan,Asia,['Drama'],4.9,Shiranakuteii Koto,2020,tvMiniSeries
Japan,Asia,"['Animation', 'Sport']",5.5,Breakers,2020,tvMiniSeries
Japan,Asia,"['Animation', 'Comedy', 'Sport']",7.7,Haikyuu!!: Riku vs kuu,2020,tvMiniSeries
Japan,Asia,"['Animation', 'Drama']",7.4,Pokémon: Twilight Wings,2020,tvMiniSeries
Japan,Asia,"['Adventure', 'Animation', 'Comedy']",7.1,Room Camp,2020,tvMiniSeries
Japan,Asia,"['Action', 'Crime', 'Drama']",5.8,24 Japan,2020,tvSeries
Japan,Asia,"['Action', 'Animation', 'Drama']",6.3,Magia Record: Puella Magi Madoka Magica Side Story,2020,tvSeries
Japan,Asia,"['Action', 'Animation', 'Crime']",6.3,Ghost in the Shell SAC_2045,2020,tvSeries
Japan,Asia,"['Action', 'Animation', 'Drama']",6.2,Cagaster of an Insect Cage,2020,tvSeries
Japan,Asia,"['Animation', 'Drama', 'Fantasy']",6.7,Kamisama ni Natta hi,2020,tvSeries
Japan,Asia,"['Animation', 'Fantasy', 'Music']",6.6,Lapis Re:Lights,2020,tvSeries
Japan,Asia,"['Action', 'Adventure', 'Animation']",7.2,Yashahime: Princess Half-Demon,2020,tvSeries
Japan,Asia,"['Drama', 'History', 'Mystery']",7.2,Cicada of Autumn,2020,tvSeries
Japan,Asia,"['Action', 'Adventure', 'Animation']",7.4,The God of High School,2020,tvSeries
Japan,Asia,"['Drama', 'Mystery', 'Romance']",7.9,Watashi-tachi wa Doka Shiteiru,2020,tvMiniSeries
Japan,Asia,['Animation'],6.5,Mewkledreamy,2020,tvSeries
Japan,Asia,"['Animation', 'Drama', 'Music']",6.5,Argonavis from Bang Dream! Animation,2020,tvSeries
Japan,Asia,['Animation'],4.9,Zashiki-Warashi no Tatami-chan,2020,tvSeries
Japan,Asia,"['Animation', 'Sport']",6.4,Tamayomi: The Baseball Girls,2020,tvSeries
Japan,Asia,"['Animation', 'Crime', 'Drama']",7.4,The Millionaire Detective: Balance - Unlimited,2020,tvSeries
Japan,Asia,"['Animation', 'Fantasy']",6.5,Shadowverse,2020,tvSeries
Japan,Asia,"['Action', 'Adventure', 'Animation']",4.9,Yu-Gi-Oh! Sevens,2020,tvSeries
Japan,Asia,"['Animation', 'Comedy']",6.8,Extra Olympia Kyklos,2020,tvSeries
Japan,Asia,"['Action', 'Adventure', 'Animation']",6.6,Bungou to Alchemist: Shinpan no Haguruma,2020,tvSeries
Japan,Asia,"['Crime', 'Drama', 'Horror']",6.8,The Forest of Love: Deep Cut,2020,tvMiniSeries
Japan,Asia,"['Animation', 'Comedy', 'Drama']",7.2,Diary of Our Days at the Breakwater,2020,tvSeries
Japan,Asia,"['Action', 'Adventure', 'Animation']",7.8,Tower of God,2020,tvSeries
Japan,Asia,"['Animation', 'Drama', 'Romance']",6.3,Ore no Yubi de Midarero,2020,tvSeries
Japan,Asia,"['Animation', 'Comedy', 'Drama']",6.5,Ochikobore Fruit Tart,2020,tvSeries
Japan,Asia,"['Action', 'Adventure', 'Comedy']",8,Ultraman Z,2020,tvSeries
Japan,Asia,"['Adventure', 'Animation', 'Drama']",6.4,Japan Sinks: 2020,2020,tvSeries
Japan,Asia,"['Animation', 'Drama', 'Music']",6.4,22-?.?.,2020,tvSeries
Japan,Asia,['Mystery'],6.3,The Lunchtime Detective,2020,tvSeries
Japan,Asia,['Drama'],6.8,Ship of Theseus,2020,tvSeries
Japan,Asia,"['Action', 'Animation', 'Fantasy']",7.2,BNA,2020,tvMiniSeries
Japan,Asia,"['Action', 'Animation', 'Fantasy']",6.9,Gleipnir,2020,tvSeries
Japan,Asia,"['Action', 'Adventure', 'Animation']",6.3,Princess Connect! Re: Dive,2020,tvSeries
Japan,Asia,"['Action', 'Animation', 'Fantasy']",6.4,The Eighth Son? That Can't Be Right!,2020,tvSeries
Japan,Asia,['Animation'],5.8,"President, It's Time for Battle!",2020,tvSeries
Japan,Asia,['Animation'],7.5,Otome Game No Hametsu Flag Shika Nai Akuyaku Reijou Ni Tensei Shiteshimatta...,2020,tvSeries
Japan,Asia,"['Animation', 'Comedy', 'Drama']",7.4,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,2020,tvSeries
Japan,Asia,"['Animation', 'Comedy', 'Drama']",7,"Wave, Listen to Me!",2020,tvSeries
China,Asia,['Romance'],9.1,Falling Into Your Smile,2021,tvSeries
China,Asia,"['Comedy', 'Drama']",9.5,One Boat One World,2021,tvSeries
China,Asia,"['Drama', 'Fantasy', 'History']",8.2,Yu Long,2021,tvSeries
China,Asia,['Documentary'],8.2,Mask Hunter,2020,tvMiniSeries
China,Asia,['Documentary'],7.4,Tales of Chinese Filmmakers,2020,tvMiniSeries
China,Asia,['Comedy'],6.9,Stand-Up Comedy,2020,tvMiniSeries
China,Asia,['Documentary'],6.6,Pot of Fire,2020,tvMiniSeries
China,Asia,['Crime'],7,Forensic Heroes IV,2020,tvMiniSeries
China,Asia,['Drama'],5,'In New York',2020,tvSeries
China,Asia,"['Drama', 'History', 'Mystery']",8.2,Ancient Detective,2020,tvSeries
China,Asia,"['Comedy', 'Drama', 'Fantasy']",7.9,The Romance of Tiger and Rose,2020,tvSeries
China,Asia,['Romance'],8.5,Count Your Lucky Stars,2020,tvSeries
China,Asia,['Drama'],8.4,"My Love, Enlighten Me",2020,tvSeries
China,Asia,"['Drama', 'Mystery']",6.9,Antique Bureau Midgame,2020,tvSeries
China,Asia,['Reality-TV'],6.7,Chuang 2020,2020,tvSeries
China,Asia,"['Comedy', 'Drama', 'Romance']",8.3,Begin Again,2020,tvSeries
China,Asia,"['Drama', 'Mystery', 'Romance']",6.6,Beautiful Reborn Flower,2020,tvSeries
China,Asia,['Drama'],8,My Sassy Deskmate,2020,tvSeries
China,Asia,"['Drama', 'History', 'Mystery']",7.2,Cicada of Autumn,2020,tvSeries
China,Asia,"['Drama', 'Romance']",7.6,Yun Se Guo Nong,2020,tvSeries
China,Asia,['Drama'],8.2,Chef Hua,2020,tvSeries
China,Asia,['Drama'],8,Closer to You,2020,tvSeries
China,Asia,"['Action', 'Adventure', 'Drama']",8.3,Reunion: The Sound of the Providence,2020,tvSeries
China,Asia,['Drama'],5.6,To Dear Myself,2020,tvSeries
China,Asia,"['Action', 'Crime', 'Drama']",7.5,The Confidence,2020,tvSeries
China,Asia,['Drama'],7.4,The Love Lasts Two Minds,2020,tvSeries
China,Asia,['Drama'],6.4,My Lonely Planet,2020,tvSeries
China,Asia,['Drama'],7.5,Girlfriend,2020,tvSeries
China,Asia,"['Comedy', 'Drama', 'Romance']",7.5,Quan shi jie zui hao de ni,2020,tvSeries
China,Asia,"['Comedy', 'Crime', 'Drama']",8.1,My Roommate Is a Detective,2020,tvSeries
China,Asia,"['Drama', 'History', 'Romance']",7.7,The Chang'an Youth,2020,tvSeries
China,Asia,"['Crime', 'Drama', 'Mystery']",8.4,The Sleuth of the Ming Dynasty,2020,tvSeries
China,Asia,['Drama'],7.5,The Love Equations,2020,tvSeries
China,Asia,"['Drama', 'History', 'Music']",9,Winter Begonia,2020,tvSeries
China,Asia,"['Comedy', 'Drama', 'Romance']",8.3,Bing tang dun xue li,2020,tvSeries
China,Asia,"['Comedy', 'Romance', 'Sport']",8,Skate Into Love,2020,tvSeries
China,Asia,['Drama'],6.8,Wu Xin Fa Shi 3,2020,tvSeries
China,Asia,"['Drama', 'History', 'Mystery']",8.6,Miss Truth,2020,tvSeries
China,Asia,"['Action', 'Adventure', 'Fantasy']",8.4,Guardians of the Ancient Oath,2020,tvSeries
China,Asia,"['Adventure', 'Fantasy', 'History']",7.8,The Killing of Three Thousand Crows,2020,tvSeries
China,Asia,['Romance'],7.2,Perfect Partner,2020,tvSeries
China,Asia,"['Drama', 'History']",7.4,Island Nation,2020,tvSeries
China,Asia,"['Adventure', 'Comedy', 'Crime']",7.7,I've Fallen for You,2020,tvSeries
China,Asia,"['Adventure', 'Animation']",7.4,The Daily Life of the Immortal King,2020,tvSeries
China,Asia,"['Action', 'Drama']",6.9,Dear Military Uniform,2020,tvSeries
China,Asia,"['Drama', 'Romance']",7.8,Find Yourself,2020,tvSeries
China,Asia,['Drama'],7.9,Run for Young,2020,tvSeries
China,Asia,['Drama'],6.5,Detective Chinatown,2020,tvSeries
China,Asia,"['Comedy', 'Drama', 'Romance']",7.6,Rebirth of Shopping Addict,2020,tvSeries
China,Asia,"['Action', 'Crime', 'Drama']",6.3,Hunting,2020,tvSeries
